연번,전체기관명,도로명주소
576,경찰청 경상남도경찰청 마산동부경찰서 합성지구대,경상남도 창원시 마산회원구 합성남8길 21
577,경찰청 경상남도경찰청 마산동부경찰서 회원파출소,경상남도 창원시 마산회원구 회원남25길 73
578,경찰청 경상남도경찰청 마산중부경찰서,경상남도 창원시 마산합포구 3·15대로 147
579,경찰청 경상남도경찰청 마산중부경찰서 교방파출소,경상남도 창원시 마산합포구 교방서1길 40
580,경찰청 경상남도경찰청 마산중부경찰서 구산파출소,경상남도 창원시 마산합포구 구산면 구산로562
581,경찰청 경상남도경찰청 마산중부경찰서 남성파출소,경상남도 창원시 마산합포구 3·15대로 295
582,경찰청 경상남도경찰청 마산중부경찰서 신마산지구대,경상남도 창원시 마산합포구 문화남5길 52
583,경찰청 경상남도경찰청 마산중부경찰서 오동파출소,경상남도 창원시 마산합포구 천하장사로 111
584,경찰청 경상남도경찰청 마산중부경찰서 완월파출소,경상남도 창원시 마산합포구 중앙남11길 12
585,경찰청 경상남도경찰청 마산중부경찰서 진동파출소,경상남도 창원시 마산합포구 진동면 삼진의거대로 661 
586,경찰청 경상남도경찰청 마산중부경찰서 진전파출소,경상남도 창원시 마산합포구 진전면 대실로 156
587,경찰청 경상남도경찰청 밀양경찰서,경상남도 밀양시 상남면 밀양대로 1545
588,경찰청 경상남도경찰청 밀양경찰서 단장파출소,경상남도 밀양시 단장면 표충로 356
589,경찰청 경상남도경찰청 밀양경찰서 무안파출소,경상남도 밀양시 무안면 사명로 543
590,경찰청 경상남도경찰청 밀양경찰서 부북파출소,경상남도 밀양시 부북면 부북로 43
591,경찰청 경상남도경찰청 밀양경찰서 산내파출소,경상남도 밀양시 산내면 산내로 323-1
592,경찰청 경상남도경찰청 밀양경찰서 산외파출소,경상남도 밀양시 산외면 산외로 429
593,경찰청 경상남도경찰청 밀양경찰서 삼랑진파출소,경상남도 밀양시 삼랑진읍 천태로 70-2
594,경찰청 경상남도경찰청 밀양경찰서 상남파출소,경상남도 밀양시 상남면 밀양대로 1495
595,경찰청 경상남도경찰청 밀양경찰서 역전파출소,경상남도 밀양시 중앙로 65
596,경찰청 경상남도경찰청 밀양경찰서 중앙지구대,경상남도 밀양시 밀양대로 1879
597,경찰청 경상남도경찰청 밀양경찰서 하남파출소,경상남도 밀양시 하남읍 수산중앙로 41-1
598,경찰청 경상남도경찰청 사천경찰서,경상남도 사천시 남일로 37
599,경찰청 경상남도경찰청 사천경찰서 곤명파출소,경상남도 사천시 곤명면 곤명1로 105
600,경찰청 경상남도경찰청 사천경찰서 곤양파출소,경상남도 사천시 곤양면 성내공원길 8
601,경찰청 경상남도경찰청 사천경찰서 남양파출소,경상남도 사천시 진삼로 122
602,경찰청 경상남도경찰청 사천경찰서 사남파출소,경상남도 사천시 진삼로 1101
603,경찰청 경상남도경찰청 사천경찰서 사천지구대,경상남도 사천시 사천읍 평화2길 31
604,경찰청 경상남도경찰청 사천경찰서 삼천포지구대,경상남도 사천시 중앙로 89
605,경찰청 경상남도경찰청 사천경찰서 서포파출소,경상남도 사천시 서포면 서포로 284-16
606,경찰청 경상남도경찰청 사천경찰서 용현파출소,경상남도 사천시 진삼로 635
607,경찰청 경상남도경찰청 산청경찰서,경상남도 산청군 산청읍 중앙로 1
608,경찰청 경상남도경찰청 산청경찰서 경호지구대,경상남도 산청군 산청읍 중앙로 34 
609,경찰청 경상남도경찰청 산청경찰서 단성파출소,경상남도 산청군 단성면 목화로 1006
610,경찰청 경상남도경찰청 산청경찰서 시천파출소,경상남도 산청군 시천면 덕산대포로 7-2
611,경찰청 경상남도경찰청 산청경찰서 신등파출소,경상남도 산청군 신등면 신등가회로 21
612,경찰청 경상남도경찰청 산청경찰서 신안파출소,경상남도 산청군 신안면 지리산대로 3477
613,경찰청 경상남도경찰청 양산경찰서,경상남도 양산시 물금읍 신주4길 8
614,경찰청 경상남도경찰청 양산경찰서 덕계파출소,경상남도 양산시 덕계로 95
615,경찰청 경상남도경찰청 양산경찰서 동면파출소,경상남도 양산시 동면 내송로 39 
616,경찰청 경상남도경찰청 양산경찰서 물금지구대,경상남도 양산시 물금읍 가촌로 61
617,경찰청 경상남도경찰청 양산경찰서 삼성파출소,경상남도 양산시 북정11길 4 
618,경찰청 경상남도경찰청 양산경찰서 상북파출소,경상남도 양산시 상북면 상북중앙로 394
619,경찰청 경상남도경찰청 양산경찰서 서창파출소,경상남도 양산시 삼호로 158
620,경찰청 경상남도경찰청 양산경찰서 소주파출소,경상남도 양산시 대평들 1길 9-17
621,경찰청 경상남도경찰청 양산경찰서 양주파출소,경상남도 양산시 양주로 34
622,경찰청 경상남도경찰청 양산경찰서 중앙파출소,경상남도 양산시 북안남5길 11-16
623,경찰청 경상남도경찰청 양산경찰서 증산파출소,경상남도 양산시 물금읍 서들2길 45
624,경찰청 경상남도경찰청 양산경찰서 평산파출소,경상남도 양산시 평산로 79
625,경찰청 경상남도경찰청 양산경찰서 하북파출소,경상남도 양산시 하북면 신평로 24
626,경찰청 경상남도경찰청 의령경찰서,경상남도 의령군 의령읍 충익로 53
627,경찰청 경상남도경찰청 의령경찰서 부림파출소,경상남도 의령군 부림면 대한로 1757
628,경찰청 경상남도경찰청 의령경찰서 유곡파출소,경상남도 의령군 유곡면 마장로18-1
629,경찰청 경상남도경찰청 의령경찰서 정곡파출소,경상남도 의령군 정곡면 법정로 930
630,경찰청 경상남도경찰청 의령경찰서 중부지구대,경상남도 의령군 의령읍 의병로 176
631,경찰청 경상남도경찰청 의령경찰서 지정파출소,경상남도 의령군 지정면 함의로 1527
632,경찰청 경상남도경찰청 의령경찰서 칠곡파출소,경상남도 의령군 칠곡면 칠곡로 32
633,경찰청 경상남도경찰청 의령경찰서 화정파출소,경상남도 의령군 화정면 화정로 297
634,경찰청 경상남도경찰청 진주경찰서,경상남도 진주시 비봉로24번길 3
635,경찰청 경상남도경찰청 진주경찰서 개양파출소,경상남도 진주시 진주대로 560
636,경찰청 경상남도경찰청 진주경찰서 금산파출소,경상남도 진주시 금산면 금산로 111
637,경찰청 경상남도경찰청 진주경찰서 남강지구대,경상남도 진주시 창렬로7번길 14
638,경찰청 경상남도경찰청 진주경찰서 대곡파출소,경상남도 진주시 대곡면 진의로 1065 
639,경찰청 경상남도경찰청 진주경찰서 문산파출소,경상남도 진주시 문산읍 동부로587번길 1
640,경찰청 경상남도경찰청 진주경찰서 비봉지구대,경상남도 진주시 비봉로33번길 2 
641,경찰청 경상남도경찰청 진주경찰서 상대지구대,경상남도 진주시 동진로 263
642,경찰청 경상남도경찰청 진주경찰서 수곡파출소,경상남도 진주시 수곡면 곤수로 903
643,경찰청 경상남도경찰청 진주경찰서 일반성파출소,경상남도 진주시 일반성면 창촌길 27-1
644,경찰청 경상남도경찰청 진주경찰서 지수파출소,경상남도 진주시 지수면 지수로 492
645,경찰청 경상남도경찰청 진주경찰서 진양호지구대,경상남도 진주시 평거로 42
646,경찰청 경상남도경찰청 진주경찰서 충무공파출소,경상남도 진주시 충무공동 충의로 149
647,경찰청 경상남도경찰청 진주경찰서 하대지구대,경상남도 진주시 대신로 323-6
648,경찰청 경상남도경찰청 진해경찰서,경상남도 창원시 진해구 진해대로 815
649,경찰청 경상남도경찰청 진해경찰서 경화파출소,"경상남도 창원시 진해구 충장로 329, 경화파출소"
650,경찰청 경상남도경찰청 진해경찰서 덕산지구대,"경상남도 창원시 진해구 덕산로 36번길 9, 덕산지구대"
651,경찰청 경상남도경찰청 진해경찰서 용원파출소,"경상남도 창원시 진해구 용원로41번길 12, 용원파출소"
652,경찰청 경상남도경찰청 진해경찰서 웅동파출소,"경상남도 창원시 진해구 웅동로57번가길 5, 웅동파출소"
653,경찰청 경상남도경찰청 진해경찰서 자은파출소,"경상남도 창원시 진해구 장복대로 157, 자은파출소"
654,경찰청 경상남도경찰청 진해경찰서 충무파출소,"경상남도 창원시 진해구 벚꽃로 36, 충무파출소"
655,경찰청 경상남도경찰청 창녕경찰서,경상남도 창녕군 창녕읍 종로 38-6
656,경찰청 경상남도경찰청 창녕경찰서 남지파출소,경상남도 창녕군 남지읍 선창길 9
657,경찰청 경상남도경찰청 창녕경찰서 대합파출소,경상남도 창녕군 대합면 창한로 121
658,경찰청 경상남도경찰청 창녕경찰서 부곡파출소,경상남도 창녕군 부곡면 원앙로 188
659,경찰청 경상남도경찰청 창녕경찰서 영산지구대,경상남도 창녕군 영산면 영산계성로 96
660,경찰청 경상남도경찰청 창녕경찰서 유어파출소,경상남도 창녕군 유어면 우포1대로 563
661,경찰청 경상남도경찰청 창녕경찰서 이방파출소,경상남도 창녕군 이방면 뒷골길 3
662,경찰청 경상남도경찰청 창녕경찰서 창녕읍파출소,창녕군 창녕읍 종로 61
663,경찰청 경상남도경찰청 창원서부경찰서,경상남도 창원시 의창구 우곡로 10
664,경찰청 경상남도경찰청 창원서부경찰서 대산파출소,경상남도 창원시 의창구 대산면 진산대로 415
665,경찰청 경상남도경찰청 창원서부경찰서 동읍파출소,경상남도 창원시 의창구 동읍 의창대로 902
666,경찰청 경상남도경찰청 창원서부경찰서 명곡지구대,경상남도 창원시 의창구 원이대로261번길 16-19
667,경찰청 경상남도경찰청 창원서부경찰서 북면파출소,경상남도 창원시 의창구 천주로 1127
668,경찰청 경상남도경찰청 창원서부경찰서 의창파출소,경상남도 창원시 의창구 의창대로266번길 11
669,경찰청 경상남도경찰청 창원서부경찰서 팔용파출소,경상남도 창원시 의창구 창원대로397번길 30
670,경찰청 경상남도경찰청 창원중부경찰서,경상남도 창원시 성산구 상남로 177
671,경찰청 경상남도경찰청 창원중부경찰서 가음정지구대,경상남도 창원시 성산구 원이대로863번길 22 
672,경찰청 경상남도경찰청 창원중부경찰서 반송파출소,경상남도 창원시 성산구 원이대로473번길 17
673,경찰청 경상남도경찰청 창원중부경찰서 사파파출소,경상남도 창원시 성산구 대암로 113 
674,경찰청 경상남도경찰청 창원중부경찰서 신월지구대,경상남도 창원시 성산구 신사로45번길 35
675,경찰청 경상남도경찰청 창원중부경찰서 신촌파출소,경상남도 창원시 성산구 봉양로 408
676,경찰청 경상남도경찰청 창원중부경찰서 중앙파출소,경상남도 창원시 성산구 원이대로566번길 27-19
677,경찰청 경상남도경찰청 통영경찰서,경상남도 통영시 광도면 죽림3로 53
678,경찰청 경상남도경찰청 통영경찰서 광도지구대,경상남도 통영시 광도면 죽림3로 25
679,경찰청 경상남도경찰청 통영경찰서 미수지구대,경상남도 통영시 운하2길 17
680,경찰청 경상남도경찰청 통영경찰서 북신지구대,경상남도 통영시 무전대로 40
681,경찰청 경상남도경찰청 통영경찰서 사량파출소,경상남도 통영시 사량면 진촌2길 17
682,경찰청 경상남도경찰청 통영경찰서 산양파출소,경상남도 통영시 산양읍 산양중앙로 1
683,경찰청 경상남도경찰청 통영경찰서 욕지파출소,경상남도 통영시 욕지면 천왕로 29
684,경찰청 경상남도경찰청 통영경찰서 중앙지구대,경상남도 통영시 중앙로 170
685,경찰청 경상남도경찰청 통영경찰서 한산파출소,경상남도 통영시 한산면 한산일주로 840-1
686,경찰청 경상남도경찰청 하동경찰서,경상남도 하동군 경서대로 139
687,경찰청 경상남도경찰청 하동경찰서 금남파출소,경상남도 하동군 금남면 제먼당길 99
688,경찰청 경상남도경찰청 하동경찰서 금성파출소,경상남도 하동군 금성면 금성중앙길 2 
689,경찰청 경상남도경찰청 하동경찰서 악양파출소,경상남도 하동군 악양면 악양서로 343
690,경찰청 경상남도경찰청 하동경찰서 옥종파출소,경상남도 하동군 옥종면 은행나무길 78
691,경찰청 경상남도경찰청 하동경찰서 읍내파출소,경상남도 하동군 하동읍 중앙로 36
692,경찰청 경상남도경찰청 하동경찰서 진교파출소,경상남도 하동군 진교면 민다리안길 114
693,경찰청 경상남도경찰청 하동경찰서 화개파출소,경상남도 하동군 화개면 쌍계로 8
694,경찰청 경상남도경찰청 하동경찰서 횡천파출소,경상남도 하동군 하동읍 경서대로 1207
695,경찰청 경상남도경찰청 함안경찰서,경상남도 함안군 가야읍 가야로 85
696,경찰청 경상남도경찰청 함안경찰서 가야지구대,경상남도 함안군 가야읍 가야로 24
697,경찰청 경상남도경찰청 함안경찰서 군북파출소,경상남도 함안군 군북면 함마대로 822
698,경찰청 경상남도경찰청 함안경찰서 대산파출소,경상남도 함안군 대산면 대산중앙로 174
699,경찰청 경상남도경찰청 함안경찰서 법수파출소,경상남도 함안군 법수면 우거북길 48
700,경찰청 경상남도경찰청 함안경찰서 칠서파출소,경상남도 함안군 칠서면 청계2길 27
701,경찰청 경상남도경찰청 함안경찰서 칠원지구대,경상남도 함안군 칠원읍 구성길 9
702,경찰청 경상남도경찰청 함안경찰서 함안파출소,경상남도 함안군 함안면 함안대로 111 
703,경찰청 경상남도경찰청 함양경찰서,경상남도 함양군 함양읍 학사루길 12
704,경찰청 경상남도경찰청 함양경찰서 마천파출소,경상남도 함양군 마천면 천왕봉로 1157
705,경찰청 경상남도경찰청 함양경찰서 백전파출소,경상남도 함양군 백전면 구산대안로 10
706,경찰청 경상남도경찰청 함양경찰서 서상파출소,경상남도 함양군 서상면 서상로 299-1
707,경찰청 경상남도경찰청 함양경찰서 수동파출소,경상남도 함양군 수동면 수동길 11
708,경찰청 경상남도경찰청 함양경찰서 안의파출소,경상남도 함양군 안의면 금성길 15
709,경찰청 경상남도경찰청 함양경찰서 유림파출소,경상남도 함양군 유림면 천왕봉로 2883
710,경찰청 경상남도경찰청 함양경찰서 읍내파출소,경상남도 함양군 함양읍 교산4길 11
711,경찰청 경상남도경찰청 합천경찰서,경상남도 합천군 황강체육공원로 67
712,경찰청 경상남도경찰청 합천경찰서 가야파출소,경상남도 합천군 가야면 가야시장로 19
713,경찰청 경상남도경찰청 합천경찰서 대병파출소,경상남도 합천군 대병면 신성동길 20
714,경찰청 경상남도경찰청 합천경찰서 동부파출소,경상남도 합천군 초계면 초계중앙로 43번지
715,경찰청 경상남도경찰청 합천경찰서 봉산파출소,경상남도 합천군 봉산면 서부로 4337 봉산파출소
716,경찰청 경상남도경찰청 합천경찰서 삼가파출소,경상남도 합천군 삼가면 삼가1로 73
717,경찰청 경상남도경찰청 합천경찰서 야로파출소,경상남도 합천군 야로면 가야산로 343
718,경찰청 경상남도경찰청 합천경찰서 중부지구대,경상남도 합천군 합천읍 충효로 106-5
719,경찰청 경상북도경찰청,경상북도 안동시 풍천면 검무로 77
720,경찰청 경상북도경찰청 경산경찰서,경상북도 경산시 원효로 68
721,경찰청 경상북도경찰청 경산경찰서 동부파출소,경상북도 경산시 계양로 44
722,경찰청 경상북도경찰청 경산경찰서 서부지구대,경상북도 경산시 성암로 27
723,경찰청 경상북도경찰청 경산경찰서 압량파출소,경상북도 경산시 압량면 부적길 50
724,경찰청 경상북도경찰청 경산경찰서 와촌파출소,경상북도 경산시 와촌면 금송로 419 
725,경찰청 경상북도경찰청 경산경찰서 자인파출소,경상북도 경산시 자인면 금학로 8
726,경찰청 경상북도경찰청 경산경찰서 중앙파출소,경상북도 경산시 대학로 207
727,경찰청 경상북도경찰청 경산경찰서 진량파출소,경상북도 경산시 진량읍 낙산길 6
728,경찰청 경상북도경찰청 경산경찰서 하양파출소,경상북도 경산시 하양읍 금송로 179
729,경찰청 경상북도경찰청 경주경찰서,경상북도 경주시 중앙로 63
730,경찰청 경상북도경찰청 경주경찰서 감포파출소,경상북도 경주시 감포읍 감포로3길 40 
731,경찰청 경상북도경찰청 경주경찰서 강동파출소,경상북도 경주시 강동면 인동새들길 10
732,경찰청 경상북도경찰청 경주경찰서 건천파출소,경상북도 경주시 건천읍 내서로 1109
733,경찰청 경상북도경찰청 경주경찰서 내남파출소,경상북도 경주시 내남면 포석로 370
734,경찰청 경상북도경찰청 경주경찰서 동천파출소,경상북도 경주시 탈해로 65
735,경찰청 경상북도경찰청 경주경찰서 문무대왕파출소,경상북도 경주시 문무대왕면 어일1길 39
736,경찰청 경상북도경찰청 경주경찰서 보문파출소,경상북도 경주시 경감로 589
737,경찰청 경상북도경찰청 경주경찰서 불국파출소,경상북도 경주시 산업로 2999 
738,경찰청 경상북도경찰청 경주경찰서 산내파출소,경상북도 경주시 산내면 의곡중앙길 34 산내파출소
739,경찰청 경상북도경찰청 경주경찰서 서면파출소,경상북도 경주시 건천읍 내서로 425
740,경찰청 경상북도경찰청 경주경찰서 성건파출소,경상북도 경주시 금성로 424 성건파출소
741,경찰청 경상북도경찰청 경주경찰서 안강파출소,경상북도 경주시 안강읍 안강중앙로 223 안강파출소
742,경찰청 경상북도경찰청 경주경찰서 양남파출소,경상북도 경주시 양남면 하서중앙길 59
743,경찰청 경상북도경찰청 경주경찰서 역전파출소,경상북도 경주시 원화로 270 역전파출소
744,경찰청 경상북도경찰청 경주경찰서 외동파출소,경상북도 경주시 외동읍 입실로 81
745,경찰청 경상북도경찰청 경주경찰서 용강파출소,경상북도 경주시 산업로 4354 
746,경찰청 경상북도경찰청 경주경찰서 중앙파출소,경상북도 경주시 금성로 296-1 
747,경찰청 경상북도경찰청 경주경찰서 천북파출소,경상북도 경주시 천북면 동산3길 9
748,경찰청 경상북도경찰청 경주경찰서 충효파출소,경상북도 경주시 충효중앙길 50-5 
749,경찰청 경상북도경찰청 경주경찰서 현곡파출소,경상북도 경주시 현곡면 다경길 9-3
750,경찰청 경상북도경찰청 경주경찰서 황남파출소,경상북도 경주시 포석로 1052
751,경찰청 경상북도경찰청 경주경찰서 황성파출소,경상북도 경주시 용담로 11
752,경찰청 경상북도경찰청 고령경찰서,경상북도 고령군 대가야읍 대가야로 1411
753,경찰청 경상북도경찰청 고령경찰서 다산파출소,경상북도 고령군 다산면  다산로 669
754,경찰청 경상북도경찰청 고령경찰서 대가야지구대,경상북도 고령군 대가야읍 시장길 1길 5
755,경찰청 경상북도경찰청 고령경찰서 성산파출소,경상북도 고령군 성산면 성산로 954
756,경찰청 경상북도경찰청 고령경찰서 쌍림파출소,경상북도 고령군 쌍림면 대가야로 610
757,경찰청 경상북도경찰청 구미경찰서,경상북도 구미시 구미대로 350-19
758,경찰청 경상북도경찰청 구미경찰서 고아파출소,경상북도 구미시 선산대로 974-6
759,경찰청 경상북도경찰청 구미경찰서 도개파출소,경상북도 구미시 도개면 도안로 121
760,경찰청 경상북도경찰청 구미경찰서 도량지구대,경상북도 구미시 문장로 119
761,경찰청 경상북도경찰청 구미경찰서 무을파출소,경상북도 구미시 무을면 상무로 951
762,경찰청 경상북도경찰청 구미경찰서 봉곡파출소,경상북도 구미시 봉곡남로 16
763,경찰청 경상북도경찰청 구미경찰서 산동파출소,경상북도 구미시 산동면 강동로 1030 
764,경찰청 경상북도경찰청 구미경찰서 상림지구대,경상북도 구미시 금오대로 482
765,경찰청 경상북도경찰청 구미경찰서 선산파출소,경상북도 구미시 선산읍 선산중앙로 79
766,경찰청 경상북도경찰청 구미경찰서 신평파출소,경상북도 구미시 칠성로2길 32
767,경찰청 경상북도경찰청 구미경찰서 양포파출소,경상북도 구미시 흥안로 6
768,경찰청 경상북도경찰청 구미경찰서 옥성파출소,경상북도 구미시 선산읍 선상동로 841
769,경찰청 경상북도경찰청 구미경찰서 원평지구대,경상북도 구미시 원남로2길 26
770,경찰청 경상북도경찰청 구미경찰서 인동파출소,경상북도 구미시 인동중앙로 28
771,경찰청 경상북도경찰청 구미경찰서 장천파출소,경상북도 구미시 장천면 강동로 170
772,경찰청 경상북도경찰청 구미경찰서 진평파출소,경상북도 구미시 인동22길 33
773,경찰청 경상북도경찰청 구미경찰서 해평파출소,경상북도 구미시 해평면 강동로 1661
774,경찰청 경상북도경찰청 구미경찰서 형곡지구대,경상북도 구미시 경은로 56
775,경찰청 경상북도경찰청 군위경찰서,경상북도 군위군 군위읍 중앙길 74
776,경찰청 경상북도경찰청 군위경찰서 부계파출소,경상북도 군위군 부계면 창평길 29 
777,경찰청 경상북도경찰청 군위경찰서 의흥파출소,경상북도 군위군 의흥면 읍내6길 7
778,경찰청 경상북도경찰청 군위경찰서 중앙파출소,경상북도 군위군 군위읍 중앙길 73
779,경찰청 경상북도경찰청 군위경찰서 효령파출소,경상북도 군위군 효령면 치산효령로 2383
780,경찰청 경상북도경찰청 김천경찰서,경상북도 김천시 혁신8로 8
781,경찰청 경상북도경찰청 김천경찰서 감문파출소,경상북도 김천시 감문로 985
782,경찰청 경상북도경찰청 김천경찰서 구성파출소,경상북도 김천시 구성면 남김천대로 2327-4 
783,경찰청 경상북도경찰청 김천경찰서 대덕파출소,경상북도 김천시 대덕면 대덕로 761 
784,경찰청 경상북도경찰청 김천경찰서 동부파출소,경상북도 김천시 영남대로 2009 
785,경찰청 경상북도경찰청 김천경찰서 북부파출소,경상북도 김천시 대학로 129
786,경찰청 경상북도경찰청 김천경찰서 서부파출소,경상북도 김천시 송설로 106
787,경찰청 경상북도경찰청 김천경찰서 아포파출소,경상북도 김천시 아포읍 국사길 143 
788,경찰청 경상북도경찰청 김천경찰서 어모파출소,경상북도 김천시 어모면 어모로 249
789,경찰청 경상북도경찰청 김천경찰서 역전파출소,경상북도 김천시 김천로 119
790,경찰청 경상북도경찰청 김천경찰서 율곡파출소,경상북도 김천시 혁신6로 75
791,경찰청 경상북도경찰청 김천경찰서 조마파출소,경상북도 김천시 조마면 강곡1길 22 
792,경찰청 경상북도경찰청 김천경찰서 중앙파출소,경상북도 김천시 자산로 41-2
793,경찰청 경상북도경찰청 김천경찰서 지례파출소,경상북도 김천시 지례면 상부길 107
794,경찰청 경상북도경찰청 김천경찰서 직지파출소,경상북도 김천시 대항면 직지로 182
795,경찰청 경상북도경찰청 문경경찰서,경상북도 문경시 매봉로 35
796,경찰청 경상북도경찰청 문경경찰서 가은파출소,경상북도 문경시 가은읍 가은로 137
797,경찰청 경상북도경찰청 문경경찰서 남부파출소,경상북도 문경시 모전로 144
798,경찰청 경상북도경찰청 문경경찰서 농암파출소,경상북도 문경시 농암면 농암길 78
799,경찰청 경상북도경찰청 문경경찰서 마성파출소,경상북도 문경시 마성면 문경대로 1768
800,경찰청 경상북도경찰청 문경경찰서 문경파출소,경상북도 문경시 문경읍 문희로 61
801,경찰청 경상북도경찰청 문경경찰서 산북파출소,경상북도 문경시 산북면 강동로 14
802,경찰청 경상북도경찰청 문경경찰서 산양파출소,경상북도 문경시 산양면 산양로 107
803,경찰청 경상북도경찰청 문경경찰서 점촌파출소,경상북도 문경시 돈달로 142 
804,경찰청 경상북도경찰청 봉화경찰서,경상북도 봉화군 봉화읍 내성로 73
805,경찰청 경상북도경찰청 봉화경찰서 명호파출소,경상북도 봉화군 명호면 노루목재길 24
806,경찰청 경상북도경찰청 봉화경찰서 물야파출소,경상북도 봉화군 물야면 문수로 981 
807,경찰청 경상북도경찰청 봉화경찰서 봉화파출소,경상북도 봉화군 봉화읍 봉화로 1077
808,경찰청 경상북도경찰청 봉화경찰서 석포파출소,경상북도 봉화군 석포면 석포로1길 6
809,경찰청 경상북도경찰청 봉화경찰서 소천파출소,경상북도 봉화군 소천면 소천로 1259
810,경찰청 경상북도경찰청 봉화경찰서 춘양파출소,경상북도 봉화군 춘양면 의양로 54
811,경찰청 경상북도경찰청 상주경찰서,경상북도 상주시 중앙로 230
812,경찰청 경상북도경찰청 상주경찰서 공검파출소,경상북도 상주시 공검면 비재로 1288 
813,경찰청 경상북도경찰청 상주경찰서 공성파출소,경상북도 상주시 공성면 공성중앙로 99 
814,경찰청 경상북도경찰청 상주경찰서 낙동파출소,경상북도 상주시 낙동면 영남제일로 105 
815,경찰청 경상북도경찰청 상주경찰서 동문지구대,경상북도 상주시 중앙로 371 
816,경찰청 경상북도경찰청 상주경찰서 모동파출소,경상북도 상주시 모동면 용호1길 21 
817,경찰청 경상북도경찰청 상주경찰서 사벌국파출소,경상북도 상주시 사벌국면 덕담1길 59 
818,경찰청 경상북도경찰청 상주경찰서 은척파출소,경상북도 상주시 은척면 봉중1길 6 
819,경찰청 경상북도경찰청 상주경찰서 중앙지구대,경상북도 상주시 상서문로 63 
820,경찰청 경상북도경찰청 상주경찰서 청리파출소,경상북도 상주시 청리면 청리중앙로 166-10 
821,경찰청 경상북도경찰청 상주경찰서 함창파출소,경상북도 상주시 함창읍 함창중앙로 112 
822,경찰청 경상북도경찰청 상주경찰서 화동파출소,경상북도 상주시 화동면 이소1길 42 
823,경찰청 경상북도경찰청 상주경찰서 화북파출소,경상북도 상주시 화북면 문장로 1718 
824,경찰청 경상북도경찰청 상주경찰서 화서파출소,경상북도 상주시 화서면 화령로 21 
825,경찰청 경상북도경찰청 성주경찰서,경상북도 성주군 성주읍 성주순환로 251
826,경찰청 경상북도경찰청 성주경찰서 가천파출소,경상북도 성주군 가천면 가천로 73
827,경찰청 경상북도경찰청 성주경찰서 벽진파출소,경상북도 성주군 벽진면 벽봉로 17
828,경찰청 경상북도경찰청 성주경찰서 선남파출소,경상북도 성주군 선남면 관화길 90
829,경찰청 경상북도경찰청 성주경찰서 성주파출소,경상북도 성주군 성주읍 성밖숲길 151
830,경찰청 경상북도경찰청 성주경찰서 수륜파출소,경상북도 성주군 수륜면 참별로 917
831,경찰청 경상북도경찰청 성주경찰서 용암파출소,경상북도 성주군 용암면 운용로 1025
832,경찰청 경상북도경찰청 성주경찰서 초전파출소,경상북도 성주군 초전면 대장길 111
833,경찰청 경상북도경찰청 안동경찰서,경상북도 안동시 제비원로 103
834,경찰청 경상북도경찰청 안동경찰서 강남파출소,경상북도 안동시 강남로 169 
835,경찰청 경상북도경찰청 안동경찰서 길안파출소,경상북도 안동시 길안면 천지길 41
836,경찰청 경상북도경찰청 안동경찰서 남선파출소,경상북도 안동시 남선면 충효로 3854 
837,경찰청 경상북도경찰청 안동경찰서 도산파출소,경상북도 안동시 도산면 퇴계로 2543
838,경찰청 경상북도경찰청 안동경찰서 북후파출소,경상북도 안동시 북후면 북평로 897 
839,경찰청 경상북도경찰청 안동경찰서 송하지구대,경상북도 안동시 경동로 278
840,경찰청 경상북도경찰청 안동경찰서 역전지구대,경상북도 안동시 경동로 690 
841,경찰청 경상북도경찰청 안동경찰서 예안파출소,경상북도 안동시 예안면 임예로 1923 
842,경찰청 경상북도경찰청 안동경찰서 옥동지구대,경상북도 안동시 광명로 7
843,경찰청 경상북도경찰청 안동경찰서 와룡파출소,경상북도 안동시 와룡면 퇴계로 841
844,경찰청 경상북도경찰청 안동경찰서 용상파출소,경상북도 안동시 경동로 959
845,경찰청 경상북도경찰청 안동경찰서 일직파출소,경상북도 안동시 일직면 경북대로 7356
846,경찰청 경상북도경찰청 안동경찰서 임동파출소,경상북도 안동시 임동면 챗거리길 25
847,경찰청 경상북도경찰청 안동경찰서 임하파출소,경상북도 안동시 임하면 충효로 3257 
848,경찰청 경상북도경찰청 안동경찰서 태화지구대,경상북도 안동시 태화2길 7
849,경찰청 경상북도경찰청 안동경찰서 풍산파출소,경상북도 안동시 풍산읍 풍산중앙길 139
850,경찰청 경상북도경찰청 안동경찰서 풍천파출소,경상북도 안동시 풍천면 지풍로 1479
851,경찰청 경상북도경찰청 영덕경찰서,경상북도 영덕군 영덕읍 남산1길 14
852,경찰청 경상북도경찰청 영덕경찰서 강구파출소,경상북도 영덕군 강구면 동해대로 4482
853,경찰청 경상북도경찰청 영덕경찰서 남정파출소,경상북도 영덕군 남정면 진불길 29
854,경찰청 경상북도경찰청 영덕경찰서 병곡파출소,경상북도 영덕군 병곡면 병곡길 62
855,경찰청 경상북도경찰청 영덕경찰서 영덕파출소,경상북도 영덕군 영덕읍 중앙길 89
856,경찰청 경상북도경찰청 영덕경찰서 영해파출소,경상북도 영덕군 영해면 예주2길 9
857,경찰청 경상북도경찰청 영덕경찰서 축산파출소,경상북도 영덕군 축산면 영덕대게로 2049
858,경찰청 경상북도경찰청 영양경찰서,경상북도 영양읍 영양창수로 135
