"시군구명","어린이집코드","어린이집명","어린이집유형","운영현황","우편번호","상세주소","전화번호","팩스번호","홈페이지주소","보육실수","보육실 면적","놀이터수","CCTV총설치수","보육교직원수","정원","현원","시설 위도(좌표값)","시설 경도(좌표값)","통학차량운영여부","인가일자","휴지시작일자","휴지종료일자","폐지일자","데이터기준일자","제공서비스","반수-만0세","반수-만1세","반수-만2세","반수-만3세","반수-만4세","반수-만5세","반수-영아혼합(만0~2세)","반수-유아혼합(만3~5세)","반수-특수장애","반수-총계","아동수-만0세","아동수-만1세","아동수-만2세","아동수-만3세","아동수-만4세","아동수-만5세","아동수-영아혼합(만0~2세)","아동수-유아혼합(만3~5세)","아동수-특수장애","아동수-총계","근속년수-1년미만","근속년수-1년이상~2년미만","근속년수-2년이상~4년미만","근속년수-4년이상~6년미만","근속년수-6년이상","교직원현황-원장","교직원현황-보육교사","교직원현황-특수교사","교직원현황-치료교사","교직원현황-영양사","교직원현황-간호사","교직원현황-간호조무사","교직원현황-조리원","교직원현황-사무직원","교직원현황-총계","데이터수집일"
"광진구","11215000363","광진구육아종합지원센터(꾸미팡팡공동육아방 1호점)","국공립","정상","04987","서울특별시 광진구 천호대로122길 30 1층","02-467-1827","","","0","33","0","0","0","0","0","","","","2014-08-11","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:15.0"
"양천구","11470000571","세화어린이집","가정","정상","07979","서울특별시 양천구 목동서로2길 22 101동 104호 (목5동 한신청구아파트)","02-2654-2727","02-2654-2727","sewha433@naver.com","3","52","0","4","6","19","19","37.54162817559611","126.88264280820922","미운영","2014-08-08","","","","2022-10-26","일반","3","1","0","0","0","0","1","0","0","5","9","5","0","0","0","0","5","0","0","19","33","0","33","0","33","1","5","0","0","0","0","0","0","0","6","2022-10-26 22:03:56.0"
"성북구","11290000566","햇님어린이집","가정","휴지","02780","서울특별시 성북구 화랑로48길 16 106동 101호(석관동 두산아파트)","02-6397-1253","02-6397-1253","","4","59","0","5","0","20","0","37.613763881176894","127.06899447971388","미운영","2014-08-06","2022-03-01","2023-02-28","","2022-10-26","일반","2","2","1","0","0","0","4","0","0","9","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:46.0"
"성동구","11200000352","구립 양지어린이집","국공립","정상","04701","서울특별시 성동구 난계로 160","02-2299-9312","02-2299-9313","","3","200","0","9","9","49","28","37.56600378593255","127.02400519240872","미운영","2014-08-05","","","","2022-10-26","야간연장","0","3","3","0","0","0","0","1","0","7","0","15","9","0","0","0","0","4","0","28","71","0","0","0","29","1","7","0","0","0","0","0","1","0","9","2022-10-26 22:02:05.0"
"강서구","11500000622","아이큰숲아기학교어린이집","가정","정상","07676","서울특별시 강서구 초록마을로21길 29","02-2607-2235","02-2605-2235","","4","54","0","5","4","17","8","37.54082359751692","126.85288531084157","미운영","2014-08-01","","","","2022-10-26","일반","2","1","1","0","0","0","1","0","0","5","3","5","0","0","0","0","0","0","0","8","33","0","33","33","0","1","2","0","0","0","0","0","0","0","4","2022-10-26 22:04:07.0"
"송파구","11710000704","잼잼어린이집","가정","폐지","05503","서울특별시 송파구 송파대로 567 504-104 (잠실동주공아파트)","02-6482-1001","","","3","110","0","4","0","20","0","37.513138536609624","127.09304834120988","미운영","2014-08-01","","","2018-11-01","2022-10-26","야간연장","0","1","1","0","0","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:05:27.0"
"성동구","11200000351","구립 왕도어린이집","국공립","정상","04707","서울특별시 성동구 무학로6길 9","02-2299-3889","02-2299-3881","http://cafe.daum.net/wangdokid","4","140","1","8","9","44","32","37.565483149384654","127.03112684805097","미운영","2014-07-31","","","","2022-10-26","야간연장","1","2","2","0","0","0","0","1","0","6","3","10","13","0","0","0","0","6","0","32","0","0","43","14","43","1","7","0","0","0","0","0","1","0","9","2022-10-26 22:02:05.0"
"성동구","11200000350","구립 성이어린이집","국공립","정상","04776","서울특별시 성동구 성수동2가 성수이로6길 10-2","02-464-5757","02-464-5454","sunge2014@hanmail.net","4","118","1","12","7","44","40","37.53645865172598","127.05509239366904","미운영","2014-07-31","","","","2022-10-26","야간연장","0","3","2","1","0","0","0","0","0","6","0","15","14","11","0","0","0","0","0","40","40","0","40","0","20","1","5","0","0","0","0","0","1","0","7","2022-10-26 22:02:05.0"
"강서구","11500000620","사랑샘어린이집","가정","정상","07599","서울특별시 강서구 마곡서1로 111-11 마곡엠밸리 503-104","070-8253-9495","070-8210-9496","","4","62","0","4","9","20","20","37.56535823682023","126.81888173865484","미운영","2014-07-24","","","","2022-10-26","야간연장","1","2","1","0","0","0","0","0","0","4","3","10","7","0","0","0","0","0","0","20","57","14","0","0","29","1","6","0","0","0","0","0","1","0","9","2022-10-26 22:04:07.0"
"강서구","11500000619","우리아이어린이집","가정","정상","07595","서울특별시 강서구 양천로30길 108 101동 101호","02-2064-0704","0504-078-6464","","4","55","0","4","5","19","10","37.56794052269673","126.82246367632272","미운영","2014-07-24","","","","2022-10-26","일반","2","0","0","0","0","0","2","0","0","4","5","0","0","0","0","0","5","0","0","10","75","0","0","25","0","1","3","0","0","0","0","0","0","0","5","2022-10-26 22:04:07.0"
"강서구","11500000621","포도나무어린이집","가정","정상","07811","서울특별시 강서구 마곡중앙로 36 마곡엠벨리 15단지 1513-127","02-3662-9107","02-3662-9107","","3","60","0","4","8","20","16","37.557316854074074","126.82730226164216","미운영","2014-07-21","","","","2022-10-26","야간연장","3","2","1","1","0","0","2","0","0","9","6","4","6","0","0","0","0","0","0","16","43","0","29","0","29","1","6","0","0","0","0","0","0","0","8","2022-10-26 22:04:07.0"
"성북구","11290000564","샛별어린이집","가정","폐지","02720","서울특별시 성북구 길음로 33 816동 103호(길음동 길음뉴타운8단지)","02-6013-6262","02-6013-6262","","3","52","0","4","0","19","0","37.6050496083322","127.02201097142574","미운영","2014-07-21","","","2017-05-31","2022-10-26","야간연장","1","0","1","0","0","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:46.0"
"강서구","11500000618","별나라어린이집","가정","정상","07694","서울특별시 강서구 우현로 67 108동 101호(화곡동 강서힐스테이트)","02-2603-2378","02-2603-2378","","3","58","3","4","7","18","16","37.54754275347946","126.83739616747499","미운영","2014-07-18","","","","2022-10-26","야간연장","2","1","1","0","0","0","0","0","0","4","5","5","6","0","0","0","0","0","0","16","83","0","0","17","0","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:04:06.0"
"강서구","11500000617","엔젤어린이집","가정","정상","07694","서울특별시 강서구 우현로 67 119동 103호","02-2602-1514","02-2692-1514","","3","60","0","4","7","20","20","37.54754275347946","126.83739616747499","미운영","2014-07-17","","","","2022-10-26","일반","2","2","1","0","0","0","1","0","0","6","6","5","7","0","0","0","2","0","0","20","0","33","50","0","17","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:04:07.0"
"서초구","11650000370","서초더샵포레어린이집","국공립","정상","06800","서울특별시 서초구 헌릉로8길 58 104동 1층","02-573-0812","070-8102-2600","","8","518","1","12","12","127","38","37.45393165626967","127.06269231445303","미운영","2014-07-17","","","","2022-10-26","장애아통합시간제보육","0","2","2","1","0","0","0","0","1","6","0","10","14","11","0","0","0","0","3","38","11","0","33","11","44","1","8","1","0","0","0","0","1","0","12","2022-10-26 22:05:05.0"
"성북구","11290000567","예삐어린이집","가정","정상","02721","서울특별시 성북구 길음로9길 40 111동 101호(길음동)","070-5022-0298","02-942-0298","","3","56","0","4","6","19","11","37.60491049391889","127.02025869686183","미운영","2014-07-15","","","","2022-10-26","일반","1","1","1","0","0","0","3","0","0","6","2","0","0","0","0","0","9","0","0","11","80","0","0","0","20","1","4","0","0","0","0","0","0","0","6","2022-10-26 22:02:46.0"
"은평구","11380000607","구립 갈현1어린이집","국공립","정상","03330","서울특별시 은평구 연서로29길 30-13 구립 갈현1어린이집","02-353-9455","02-353-9456","","4","135","0","15","10","49","29","37.62049091407016","126.91737949604157","미운영","2014-07-14","","","","2022-10-26","야간연장","2","0","0","0","0","0","2","2","0","6","6","0","0","0","0","0","8","15","0","29","25","38","13","13","13","1","8","0","0","0","0","0","1","0","10","2022-10-26 22:03:25.0"
"강북구","11305000325","강북육아종합지원센터어린이집","국공립","폐지","01036","서울특별시 강북구 인수봉로66길 9","02-994-7480","","","1","36","1","0","0","5","0","37.64047781291958","127.01257654657279","","2014-07-10","","","2014-08-13","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:55.0"
"송파구","11710000703","조이어린이집","가정","정상","05853","서울특별시 송파구 위례광장로 121 2411동 104호","02-431-2222","","","3","53","0","4","7","18","18","37.47686666184432","127.1382161837157","미운영","2014-07-10","","","","2022-10-26","일반","2","1","1","0","0","0","1","0","0","5","6","5","7","0","0","0","0","0","0","18","50","0","17","17","17","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:05:27.0"
"강서구","11500000615","리베폴어린이집","가정","폐지","07798","서울특별시 강서구 마곡서1로 100 마곡엠밸리 605-101","02-2665-2004","","","3","63","0","4","0","20","0","37.57717296252242","126.83875815447412","미운영","2014-07-09","","","2022-03-01","2022-10-26","일반","1","3","2","0","0","0","2","0","0","8","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:06.0"
"강서구","11500000616","다온어린이집","가정","폐지","07630","서울특별시 강서구 마곡중앙로 33 1402-101","02-2665-6736","02-2665-2763","","3","64","0","4","0","20","0","37.55702024103387","126.82533878359297","미운영","2014-07-09","","","2020-03-01","2022-10-26","일반","2","2","1","0","0","0","3","0","0","8","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:06.0"
"구로구","11530000584","대우수수꽃다리어린이집","협동","폐지","08341","서울특별시 구로구 오류로8길 11 오류푸르지오아파트 106동101호","070-8226-0659","070-8226-0659","","3","74","0","4","0","20","0","37.491285629975735","126.8411140273046","미운영","2014-07-02","","","2020-03-31","2022-10-26","일반","3","2","2","1","0","0","7","0","0","15","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:16.0"
"종로구","11110000159","창경어린이집","국공립","정상","03073","서울특별시 종로구 성균관로1길 6-3","02-766-1514","02-764-1514","","3","90","0","8","10","34","22","37.58343865092836","126.99778097189913","미운영","2014-07-01","","","","2022-10-26","야간연장","2","2","1","0","0","0","0","0","0","5","6","10","6","0","0","0","0","0","0","22","75","0","0","13","13","1","8","0","0","0","0","0","1","0","10","2022-10-26 22:01:35.0"
"성동구","11200000137","은빛어린이집","민간","폐지","04753","서울특별시 성동구 마장로35길 76 현대아파트내 관리동 1층 은빛 어린이집","02-2281-9281","02-2281-9281","없음","5","582","3","0","0","76","0","37.56952326","127.0424491","운영","2014-06-30","","","2014-11-30","2022-10-26","일반","0","1","3","0","0","0","1","3","0","8","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:05.0"
"영등포구","11560000404","국회제3어린이집","직장","정상","07233","서울특별시 영등포구 의사당대로 1","02-780-3420","02-788-3943","","8","405","1","19","40","118","90","37.53291359592355","126.91640364151341","미운영","2014-06-27","","","","2022-10-26","야간연장","3","4","3","2","2","2","0","0","0","16","9","20","20","15","11","15","0","0","0","90","27","20","20","17","17","1","30","0","0","1","1","0","3","1","40","2022-10-26 22:04:35.0"
"중구","11140000122","중구육아종합지원센터(누리뜰공동육아방)","국공립","정상","04606","서울특별시 중구 장충단로6길 57-6","02-2274-2625","","","0","87","0","0","0","0","0","","","","2014-06-25","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 06:18:44.0"
"서초구","11650000367","서초구립 리본타워2단지어린이집","국공립","정상","06770","서울특별시 서초구 매헌로16길 40 양재리본타워2단지 관리동(양재동)","02-575-8833","02-579-6226","","5","129","0","5","10","33","26","37.465203240037496","127.03587517698484","미운영","2014-06-25","","","","2022-10-26","일반","0","2","1","0","0","0","4","0","0","7","0","10","7","0","0","0","9","0","0","26","88","0","13","0","0","1","8","0","0","0","0","0","1","0","10","2022-10-26 22:05:05.0"
"중구","11140000121","중구육아종합지원센터(하티붕붕실내놀이터)","국공립","정상","04610","서울특별시 중구 다산로33길 3 2층","02-2231-7926","","","0","267","0","0","0","0","0","","","","2014-06-25","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 06:18:44.0"
"서초구","11650000368","서초구립 포레스타3단지어린이집","국공립","정상","06798","서울특별시 서초구 헌릉로8길 22 305동 1층","02-3462-1471","02-3462-1479","","5","160","0","9","10","49","24","37.45526876920364","127.05917843953321","미운영","2014-06-25","","","","2022-10-26","일반","4","1","1","0","0","0","0","1","0","7","8","5","6","0","0","0","0","5","0","24","29","0","43","14","14","1","7","0","0","0","0","0","1","0","10","2022-10-26 22:05:05.0"
"중구","11140000120","중구육아종합지원센터(신당점)","국공립","정상","04586","서울특별시 중구 다산로32길 5","02-2263-2626","","","0","1068","0","0","0","0","0","","","","2014-06-25","","","","2022-10-26","시간제보육","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 06:18:44.0"
"구로구","11530000583","예다움보듬이나눔이어린이집","국공립","정상","08348","서울특별시 구로구 개봉로 29","02-2689-9760","02-2689-9761","i995a@hanmail.net","5","177","1","13","13","67","60","37.48829889834925","126.85595538349724","미운영","2014-06-23","","","","2022-10-26","야간연장","0","1","2","1","1","1","0","0","0","6","0","5","14","14","10","17","0","0","0","60","60","0","30","10","0","1","10","0","0","0","0","0","1","0","13","2022-10-26 22:04:16.0"
"관악구","11620000515","휴먼시아샛별어린이집","가정","폐지","08862","서울특별시 관악구 난곡로 55 218동 103호","02-855-2227","000-0000-000","","3","85","0","4","0","19","0","37.45974045390131","126.92075313880944","미운영","2014-06-20","","","2020-03-17","2022-10-26","일반","1","1","1","0","0","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:56.0"
"성북구","11290000562","가온어린이집","가정","정상","02740","서울특별시 성북구 오패산로3길 17 101동 101호(하월곡동 동신아파트)","02-909-3302","","tuv2736@naver.com","4","61","0","4","8","20","20","37.60459250609914","127.03454509969629","미운영","2014-06-19","","","","2022-10-26","일반","1","0","1","0","0","0","3","0","0","5","3","0","6","0","0","0","11","0","0","20","29","0","43","14","14","1","6","0","0","0","0","0","0","0","8","2022-10-26 22:02:45.0"
"강남구","11680000441","광림어린이집","민간","정상","06031","서울특별시 강남구 논현로175길 49","02-2056-5743","","","5","194","1","8","8","54","29","37.52435557960788","127.02598739069253","미운영","2014-06-19","","","","2022-10-26","일반","2","4","3","0","0","0","0","0","0","9","6","10","13","0","0","0","0","0","0","29","67","0","0","0","33","1","6","0","0","0","0","0","1","0","8","2022-10-26 09:13:35.0"
"영등포구","11560000403","아이꿈어린이집","가정","정상","07435","서울특별시 영등포구 대방천로 180 206동 101호(신길동신길우성2차아파트)","02-844-5556","02-844-5556","","4","60","0","4","7","19","17","37.49710069997331","126.91171661682854","미운영","2014-06-16","","","","2022-10-26","야간연장","0","1","1","0","0","0","2","0","0","4","0","5","6","0","0","0","6","0","0","17","50","17","17","0","17","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:04:35.0"
"강서구","11500000613","축복가득어린이집","가정","폐지","07630","서울특별시 강서구 마곡중앙로 33 1403동105호(마곡동 마곡엠밸리 14단지아파트)","02-2664-7179","02-2662-5579","http://cafe.daum.net/fboG","3","64","1","4","0","20","0","37.558050916577436","126.82408180904882","미운영","2014-06-10","","","2020-08-17","2022-10-26","일반","1","2","1","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:07.0"
"성북구","11290000561","햇살내리는어린이집","가정","정상","02835","서울특별시 성북구 성북로14가길 17-11 101호","02-6093-0701","","","2","37","0","3","5","13","13","37.594765932770656","127.00198384002677","미운영","2014-06-09","","","","2022-10-26","일반","0","1","1","0","0","0","2","0","0","4","0","5","0","0","0","0","8","0","0","13","0","50","0","50","0","1","3","0","0","0","0","0","0","0","5","2022-10-26 22:02:46.0"
"용산구","11170000183","그림숲어린이집","가정","폐지","04397","서울특별시 용산구 서빙고로71길 62 (동빙고동)","02-790-2796","02-790-2796","","3","51","0","4","0","16","0","37.52323030954181","126.99581891196901","미운영","2014-06-02","","","2022-03-01","2022-10-26","일반","1","0","1","0","0","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:01:54.0"
"강서구","11500000612","은비어린이집","가정","폐지","07730","서울특별시 강서구 까치산로4길 98-13","070-8682-3150","02-6012-7985","cafe.naver.com/hwagoklittleangel","3","60","0","4","1","17","0","37.538570443451974","126.84670281886981","미운영","2014-05-30","","","2021-01-22","2022-10-26","일반","0","1","0","0","0","0","5","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0","0","0","0","1","2022-10-26 22:04:07.0"
"도봉구","11320000520","창5동가인어린이집","국공립","정상","01403","서울특별시 도봉구 노해로63길 43 1층","02-996-7787","02-996-7786","","5","229","1","15","15","73","72","37.65270926202083","127.04394127346077","미운영","2014-05-30","","","","2022-10-26","야간연장","0","2","2","1","1","1","0","0","0","7","0","9","13","15","16","19","0","0","0","72","36","27","9","27","0","1","11","0","0","0","0","0","1","0","15","2022-10-26 22:03:06.0"
"송파구","11710000702","아기별어린이집","가정","정상","05834","서울특별시 송파구 중대로 24 올림픽훼밀리타운 105동 105호","02-443-2346","02-443-2346","","3","51","0","4","6","19","17","37.49032481326825","127.11939590507943","미운영","2014-05-28","","","","2022-10-26","야간연장","2","1","1","0","0","0","2","0","0","6","3","5","5","0","0","0","4","0","0","17","50","50","0","0","0","1","3","0","0","0","0","0","1","0","6","2022-10-26 22:05:27.0"
"동작구","11590000399","프레스티지어린이집","민간","정상","07034","서울특별시 동작구 상도로 346-2 힐스테이트 상도프레스티지 202동 관리동","02-6140-9114","02-6140-9114","seoul.seoul.go.kr","5","130","0","7","12","49","42","37.49475091263945","126.94827190622017","미운영","2014-05-23","","","","2022-10-26","일반시간제보육","1","4","3","0","0","0","1","0","0","9","2","18","19","0","0","0","3","0","0","42","40","10","10","20","20","1","10","0","0","0","0","0","1","0","12","2022-10-26 09:19:45.0"
"성동구","11200000347","꽃가람어린이집","가정","정상","04700","서울특별시 성동구 마장로 137 208동 101호(상왕십리동 텐즈힐 아파트)","02-2299-6400","02-2299-6400","","3","57","0","4","7","20","20","37.567823580170504","127.0250516712042","미운영","2014-05-23","","","","2022-10-26","일반","2","1","1","0","0","0","1","0","0","5","6","5","6","0","0","0","3","0","0","20","33","33","17","17","0","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:02:05.0"
"서초구","11650000366","서초구립 포레스타5단지어린이집","국공립","정상","06798","서울특별시 서초구 청계산로7길 43 510동 1층","02-576-1226","02-576-1227","","4","118","0","7","9","39","29","37.45114286811606","127.05768337765737","미운영","2014-05-13","","","","2022-10-26","일반","2","2","2","0","0","0","0","0","0","6","5","10","14","0","0","0","0","0","0","29","86","0","14","0","0","1","7","0","0","0","0","0","1","0","9","2022-10-26 22:05:05.0"
"영등포구","11560000402","영문어린이집","가정","정상","07287","서울특별시 영등포구 문래동4가 도림로143길 32 문래동삼환아파트 105동 102호","02-2671-0998","02-6265-0998","","4","69","0","4","6","16","16","37.514024117328766","126.88908811251288","미운영","2014-05-09","","","","2022-10-26","야간연장","1","1","0","0","0","0","2","0","0","4","3","5","0","0","0","0","8","0","0","16","80","0","0","20","0","1","4","0","0","0","0","0","0","0","6","2022-10-26 22:04:36.0"
"양천구","11470000567","빛나라어린이집","가정","폐지","07982","서울특별시 양천구 목동서로 100 317동 104호(목5동 목동아파트3단지)","02-2646-8595","02-2646-8595","","3","95","0","4","0","20","0","37.5342240439177","126.87416882043531","미운영","2014-05-09","","","2022-02-28","2022-10-26","일반","2","3","1","0","0","0","2","0","0","8","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:56.0"
"성동구","11200000346","센트라스어린이집","가정","정상","04701","서울특별시 성동구 왕십리로 410 122동 102호(하왕십리동 센트라스)","02-2299-1025","02-2299-1025","","3","57","0","4","8","20","19","37.56577204358984","127.02792513518285","미운영","2014-05-07","","","","2022-10-26","일반","1","2","1","0","0","0","5","0","0","9","3","5","0","0","0","0","11","0","0","19","43","0","29","29","0","1","6","0","0","0","0","0","0","0","8","2022-10-26 22:02:05.0"
"양천구","11470000566","그린애플어린이집","가정","정상","08061","서울특별시 양천구 중앙로29길 61 107동 107호","02-6341-1070","02-6341-1070","","3","51","0","4","8","19","18","37.51834295440625","126.84808351553947","미운영","2014-05-02","","","","2022-10-26","일반","3","0","1","0","0","0","1","0","0","5","9","0","6","0","0","0","3","0","0","18","43","14","14","14","14","1","6","0","0","0","0","0","0","0","8","2022-10-26 22:03:56.0"
"양천구","11470000565","엔젤라어린이집","가정","정상","07930","서울특별시 양천구 오목로5길 20 202동 102호 (신월동 양천롯데캐슬)","02-6378-1008","02-6378-1008","","3","60","0","4","1","19","0","37.5238472568","126.8406241724","미운영","2014-05-02","","","","2022-10-26","일반","3","2","2","0","0","0","5","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0","0","0","0","1","2022-10-26 22:03:56.0"
"도봉구","11320000519","쌍문3동빛초롱어린이집","국공립","정상","01442","서울특별시 도봉구 노해로48길 67-6","02-996-8501","02-997-8502","","2","185","0","4","7","24","16","37.650658813814566","127.03218675545636","미운영","2014-05-01","","","","2022-10-26","야간연장","1","1","0","0","0","0","2","0","0","4","3","5","0","0","0","0","8","0","0","16","40","20","20","20","0","1","5","0","0","0","0","0","1","0","7","2022-10-26 22:03:06.0"
"성동구","11200000345","구립 극동그린어린이집","국공립","정상","04732","서울특별시 성동구 독서당로 175","02-2281-9297","02-2281-9296","","4","297","4","4","11","59","43","37.54161760767591","127.00981258057916","미운영","2014-05-01","","","","2022-10-26","야간연장","0","2","2","1","0","0","0","1","0","6","0","10","14","9","0","0","0","10","0","43","13","25","38","13","13","1","8","0","0","0","0","0","1","0","11","2022-10-26 22:02:05.0"
"성북구","11290000559","초원어린이집","국공립","정상","02797","서울특별시 성북구 월곡로5길 39","02-916-6238","","","4","187","0","10","6","42","12","37.59817305201484","127.03716925400606","미운영","2014-05-01","","","","2022-10-26","일반","0","0","1","0","0","0","3","1","0","5","0","0","4","0","0","0","2","6","0","12","33","0","33","0","33","1","3","0","0","0","0","0","1","0","6","2022-10-26 22:02:46.0"
"성북구","11290000558","이화어린이집","국공립","정상","02708","서울특별시 성북구 솔샘로5길 7","02-913-9755","02-916-5666","","6","232","2","9","12","87","44","37.60917089569902","127.00461626210543","미운영","2014-05-01","","","","2022-10-26","야간연장","1","1","1","0","0","0","2","2","0","7","3","4","7","0","0","0","8","22","0","44","50","30","20","0","0","1","10","0","0","0","0","0","1","0","12","2022-10-26 22:02:46.0"
"성북구","11290000560","해솔어린이집","국공립","정상","02766","서울특별시 성북구 돌곶이로34길 4-14 (장위2동 75-616)","02-915-3388","02-919-4861","","5","113","1","10","9","42","27","37.61580536568622","127.05167591905876","미운영","2014-05-01","","","","2022-10-26","야간연장","0","0","2","0","0","0","4","1","0","7","0","0","10","0","0","0","8","9","0","27","67","33","0","0","0","1","6","0","0","0","0","0","1","0","9","2022-10-26 22:02:46.0"
"광진구","11215000327","자양도담어린이집","민간","폐지","05054","서울특별시 광진구 아차산로44가길 5 (자양1동231-51)","02-455-7000","02-455-7887","","12","321","3","24","0","116","0","37.53619577677547","127.07992962343154","미운영","2014-04-28","","","2021-06-01","2022-10-26","일반","0","6","8","5","3","3","0","0","0","25","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:02:15.0"
"강남구","11680000440","꼬망새어린이집","가정","정상","06370","서울특별시 강남구 밤고개로21길 25 306동 102호(자곡동 래미안포레)","02-6674-1001","","","3","56","0","4","6","19","18","37.4751156940288","127.11022579474874","미운영","2014-04-22","","","","2022-10-26","일반","5","5","1","0","0","0","6","0","0","17","6","5","7","0","0","0","0","0","0","18","60","0","0","0","40","1","4","0","0","0","0","0","1","0","6","2022-10-26 09:13:35.0"
"양천구","11470000564","아름숲어린이집","가정","폐지","08061","서울특별시 양천구 중앙로29길 61 101동 104호(신월동 롯데캐슬아파트)","02-2603-1693","02-2603-1693","","3","71","0","4","0","19","0","37.51834295440625","126.84808351553947","미운영","2014-04-18","","","2020-03-10","2022-10-26","일반","1","3","1","0","0","0","6","0","0","11","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:03:56.0"
"송파구","11710000700","아기숲어린이집","민간","정상","05654","서울특별시 송파구 중대로 317-14","02-421-4179","02-421-4179","","3","62","0","4","8","23","21","37.508869402719185","127.13281456054527","미운영","2014-04-18","","","","2022-10-26","일반","2","1","2","0","0","0","0","0","0","5","6","5","10","0","0","0","0","0","0","21","50","33","0","17","0","1","6","0","0","0","0","0","0","0","8","2022-10-26 22:05:27.0"
"송파구","11710000701","도담어린이집","가정","정상","05507","서울특별시 송파구 올림픽로 435 113동 103호(신천동 파크리오아파트)","02-419-2230","02-419-2231","","4","70","0","4","6","20","19","37.52112616133892","127.10712887163821","미운영","2014-04-18","","","","2022-10-26","일반","2","2","2","0","0","0","2","0","0","8","6","5","6","0","0","0","2","0","0","19","40","0","40","0","20","1","4","0","0","0","0","0","0","0","6","2022-10-26 22:05:26.0"
"마포구","11440000401","단비어린이집","국공립","정상","03909","서울특별시 마포구 매봉산로 37 DMC산학협력센터","02-304-7630","02-304-7633","","3","104","0","4","9","39","29","37.57605028464909","126.8905991569263","미운영","2014-04-11","","","","2022-10-26","일반","0","2","2","0","0","0","0","1","0","5","0","10","14","0","0","0","0","5","0","29","14","29","29","29","0","1","7","0","0","0","0","0","1","0","9","2022-10-26 22:03:45.0"
"송파구","11710000699","참사랑서밋어린이집","민간","정상","05782","서울특별시 송파구 동남로18길 45","02-458-5999","070-8255-5570","","4","111","0","5","6","35","19","37.492843649989396","127.13482159548653","미운영","2014-04-10","","","","2022-10-26","일반","0","0","1","0","0","0","2","1","0","4","0","0","7","0","0","0","5","7","0","19","50","0","50","0","0","1","4","0","0","0","0","0","0","0","6","2022-10-26 22:05:27.0"
"영등포구","11560000400","사랑어린이집","가정","휴지","07350","서울특별시 영등포구 여의대방로43라길 9 109동 102호(신길동삼환아파트)","02-831-0465","","","3","84","0","5","0","19","0","37.50844791810116","126.91920872582236","미운영","2014-04-10","2020-12-04","2022-11-30","","2022-10-26","일반","0","0","0","0","0","0","6","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2022-10-26 22:04:35.0"
"양천구","11470000563","해랑어린이집","가정","정상","07955","서울특별시 양천구 목동중앙남로14길 6","02-2649-6032","02-2649-6032","","3","60","0","4","7","20","16","37.54030210723725","126.86590768058498","미운영","2014-04-09","","","","2022-10-26","일반","2","2","1","1","0","0","2","0","0","8","6","5","0","0","0","0","5","0","0","16","67","0","0","17","17","1","5","0","0","0","0","0","0","0","7","2022-10-26 22:03:56.0"
