연번,지방청,경찰서,관서명,급지,구분,경찰_전화번호,경찰_주소
486,광주청,광주광산,평동,1,파출소,062-943-7005,광주광역시 광산구  평동로 790-16
487,광주청,광주광산,동곡,1,파출소,062-943-7006,광주광역시 광산구  동곡로 155
488,광주청,광주광산,삼도,1,파출소,062-943-7413,광주광역시 광산구  삼도로 341-3
489,광주청,광주광산,본량,1,파출소,062-943-9712,광주광역시 광산구  용진로 395
490,광주청,광주광산,임곡,1,파출소,062-952-8112,광주광역시 광산구  하림길 1
491,광주청,광주동부,금남,1,지구대,062-225-0112,광주광역시 동구  예술길 31-5
492,광주청,광주동부,학서,1,파출소,062-226-5688,광주광역시 동구  양림로 119 번길 13
493,광주청,광주동부,산수,1,파출소,062-521-0113,광주광역시 동구  필문대로 157
494,광주청,광주동부,지원,1,파출소,062-222-4574,광주광역시 동구  남문로 570 
495,광주청,광주동부,지산,1,파출소,062-609-4117,광주광역시 동구  지호로 131
496,광주청,광주서부,금호,1,지구대,062-376-6136,광주광역시 서구  운천로 30
497,광주청,광주서부,상무,1,지구대,062-381-0112,광주광역시 서구  상무연하로 106
498,광주청,광주서부,화정,1,지구대,062-372-0112,광주광역시 서구  화운로 160
499,광주청,광주서부,농성,1,파출소,062-369-0112,광주광역시 서구  화정로 316
500,광주청,광주서부,동천,1,파출소,062-523-1113,광주광역시 서구  유림로98번길 6
501,광주청,광주서부,염주,1,파출소,062-375-0112,광주광역시 서구  염화로134번길 84
502,광주청,광주서부,풍암,1,파출소,062-676-6112,광주광역시 서구  풍암1로 33
503,광주청,광주남부,백운,1,지구대,062-652-0112,광주광역시 남구  월산로 30 
504,광주청,광주남부,방림,1,지구대,062-672-0112,광주광역시 남구  대남대로149번길 8
505,광주청,광주남부,효덕,1,지구대,062-653-0112,광주광역시 남구  화산로 27
506,광주청,광주남부,양림,1,파출소,062-671-0112,광주광역시 남구  천변좌로 410 
507,광주청,광주남부,주월,1,파출소,062-681-0112,광주광역시 남구  회재로1217번길 7
508,광주청,광주남부,대촌,1,파출소,062-374-0112,광주광역시 남구  고싸움로 136
509,광주청,광주북부,우산,1,지구대,062-264-8701,광주광역시 북구  중문로 63
510,광주청,광주북부,동운,1,지구대,062-513-2112,광주광역시 북구  북문대로 240
511,광주청,광주북부,두암,1,지구대,062-265-1113,광주광역시 북구  군왕로 146
512,광주청,광주북부,용봉,1,지구대,062-528-2112,광주광역시 북구  문화소통로 78
513,광주청,광주북부,일곡,1,지구대,062-573-0112,광주광역시 북구  설죽로 489
514,광주청,광주북부,문흥,1,지구대,062-268-0122,광주광역시 북구  대천로 146
515,광주청,광주북부,역전,1,지구대,062-521-0112,광주광역시 북구  태봉로 57
516,광주청,광주북부,건국,1,지구대,062-571-0113,광주광역시 북구  본촌마을길102번길 17
517,광주청,광주북부,석곡,1,파출소,062-266-9912,광주광역시 북구  동문대로 642 
518,대전청,대전중부,남대전,1,지구대,042-252-0113,대전광역시 중구  보문로 162번길 22
519,대전청,대전중부,서대전,1,지구대,042-252-2220,대전광역시 중구  중앙로 14
520,대전청,대전중부,유등,1,지구대,042-583-3112,대전광역시 중구 문화로 115-2
521,대전청,대전중부,문화,1,지구대,042-582-0112,대전광역시 중구 보문산로 193
522,대전청,대전중부,선화,1,파출소,042-222-0113,대전광역시 중구 우암로 14-1
523,대전청,대전중부,중촌,1,파출소,042-254-0112,대전광역시 중구  대종로 661-1
524,대전청,대전동부,용전,1,지구대,042-600-2170,대전광역시 동구  동서대로1695번길 54
525,대전청,대전동부,대전역,1,지구대,042-220-2171,대전광역시 동구  역전시장길 7
526,대전청,대전동부,가양,1,지구대,042-600-2172,대전광역시 동구  우암로 304
527,대전청,대전동부,천동,1,파출소,042-600-2173,대전광역시 동구  대전로 501
528,대전청,대전동부,판암,1,파출소,042-600-2174,대전광역시 동구  옥천로 403
529,대전청,대전동부,산내,1,파출소,042-600-2175,대전광역시 동구  산내로 1332
530,대전청,대전서부,도마,1,지구대,042-600-3001,대전광역시 서구  계백로 1366
531,대전청,대전서부,내동,1,지구대,042-600-3002,대전광역시 서구  갈마로 246
532,대전청,대전서부,구봉,1,지구대,042-600-3003,대전광역시 서구  관저로 65
533,대전청,대전서부,가수원,1,파출소,042-600-3004,대전광역시 서구  용소로40번길 7
534,대전청,대전대덕,신탄진,1,지구대,042-600-4311,대전광역시 대덕구  대덕대로 1427
535,대전청,대전대덕,중리,1,지구대,042-600-4312,대전광역시 대덕구  한밭대로 1084
536,대전청,대전대덕,송촌,1,지구대,042-600-4133,대전광역시 대덕구  동춘당로 63
537,대전청,대전대덕,회덕,1,파출소,042-600-4314,대전광역시 대덕구  대전로 1386
538,대전청,대전둔산,둔산,1,지구대,042-600-5101,대전광역시 서구 둔산남로 9번길 21
539,대전청,대전둔산,갈마,1,지구대,042-600-5102,대전광역시 서구 신갈마로 211
540,대전청,대전둔산,월평,1,지구대,042-600-5103,대전광역시 서구 청사로 27-7
541,대전청,대전둔산,청사,1,지구대,042-600-5104,대전광역시 서구 청사로 277
542,대전청,대전유성,유성,1,지구대,042-822-0112,대전광역시 유성구  문화원로 136
543,대전청,대전유성,도룡,1,지구대,042-862-0112,대전광역시 유성구  가정로 318
544,대전청,대전유성,노은,1,지구대,042-725-6206,대전광역시 유성구  은구비로 72
545,대전청,대전유성,신성,1,지구대,042-725-0115,대전광역시 유성구 신성로 71
546,대전청,대전유성,복용,1,파출소,042-582-0112,대전광역시 유성구 복용북로75번길 19
547,대전청,대전유성,구즉,1,파출소,042-935-4112,대전광역시 유성구 구룡달전로 21
548,대전청,대전유성,진잠,1,파출소,042-725-6008,대전광역시 유성구  원내동 95
549,울산청,울산중부,태화,1,지구대,052-245-0112,울산광역시 중구 종가5길 55
550,울산청,울산중부,학성,1,지구대,052-296-0112,울산광역시 중구 학산로 7
551,울산청,울산중부,병영,1,지구대,052-294-0112,울산광역시 중구 병영성7길 11
552,울산청,울산중부,반구,1,파출소,052-293-0112,울산광역시 중구 반구정10길 4
553,울산청,울산중부,성안,1,파출소,052-244-3112,울산광역시 중구 성안로 257
554,울산청,울산남부,신정,1,지구대,052-273-0112,울산광역시 남구 돋질로 118
555,울산청,울산남부,삼산,1,지구대,052-265-0112,울산광역시 남구 번영로 217
556,울산청,울산남부,야음,1,지구대,052-273-8313,울산광역시 남구 수암로 277
557,울산청,울산남부,옥동,1,지구대,052-273-8321,울산광역시 남구 대공원입구로21번길 16
558,울산청,울산남부,무거,1,지구대,052-247-0112,울산광역시 남구 신복로22번길 22
559,울산청,울산남부,본동,1,파출소,052-274-0112,울산광역시 남구 화합로194번길 17
560,울산청,울산동부,방어진,1,지구대,052-201-0112,울산광역시 동구 월봉12길 77
561,울산청,울산동부,전하,1,지구대,052-236-0112,울산광역시 동구 진성4길 20
562,울산청,울산동부,남목,1,파출소,052-235-0112,울산광역시 동구 동해안로 54
563,울산청,울산동부,서부,1,파출소,052-251-0112,울산광역시 동구 방어진순환도로 961
564,울산청,울산북부,화봉,1,파출소,052-288-0112,울산광역시 북구 화봉로 83
565,울산청,울산북부,명촌,1,지구대,052-289-0112,울산광역시 북구 명촌21길14
566,울산청,울산북부,농소1,1,파출소,052-295-0112,울산광역시 북구 호계로 194
567,울산청,울산북부,농소3,1,파출소,052-282-0112,울산광역시 북구 아진로 74
568,울산청,울산북부,양정,1,파출소,052-287-0112,울산광역시 북구 염포로 549
569,울산청,울산북부,강동,1,파출소,052-298-0112,울산광역시 북구 강동산하13로 37
570,울산청,울산울주,서생,1,파출소,052-239-0112,울산광역시 울주군 서생면 해맞이로 867
571,울산청,울산울주,범서,1,파출소,052-211-8112,울산광역시 울주군 범서읍 대리로 12
572,울산청,울산울주,언양,1,파출소,052-262-0112,울산광역시 울주군 언양읍 남천둑길 7
573,울산청,울산울주,온양,1,파출소,052-238-0112,울산광역시 울주군 온양읍 남창2길 30
574,울산청,울산울주,온산,1,파출소,052-237-0112,울산광역시 울주군 온산읍 덕신로 229
575,울산청,울산울주,두동,1,파출소,052-262-7612,울산광역시 울주군 두동면 대밀길 25
576,울산청,울산울주,상북,1,파출소,052-263-0112,울산광역시 울주군 상북면 상북로 294
577,울산청,울산울주,삼남,1,파출소,052-254-0112,울산광역시 울주군 삼남면 중남로 47
578,울산청,울산울주,청량,1,파출소,052-269-0112,울산광역시 울주군 청량읍 온산로 767
579,울산청,울산울주,웅촌,1,파출소,052-225-0112,울산광역시 울주군 웅촌면 곡천검단로 15
580,세종청,세종남부,금남,1,파출소,044-866-7112,세종특별자치시  금남면 용포로 62
581,세종청,세종남부,한솔,1,지구대,044-864-0112,세종특별자치시   노을3로 31
582,세종청,세종남부,아름,1,지구대,044-862-9112,세종특별자치시   보듬3로 113
583,세종청,세종남부,보람,1,지구대,044-866-5112,세종특별자치시 남세종로 440
584,세종청,세종북부,조치원,2,지구대,044-863-0112,세종특별자치시  조치원읍 새내로 140
585,세종청,세종북부,연동,2,파출소,044-864-7112,세종특별자치시  부강면 청연로 606-1
586,세종청,세종북부,전의,2,파출소,044-836-2112,세종특별자치시  전의면 만세길 6 
587,세종청,세종북북,전동,2,파출소,044-863-1112,세종특별자치시  전동면 하노장4길 9
588,세종청,세종북부,부강,2,파출소,044-275-4112,세종특별자치시  부강면 부강신대길 72-2
589,경기남부청,수원중부,장안문,1,지구대,031-299-5100,경기도 수원시 장안구 송정로 113
590,경기남부청,수원중부,노송,1,지구대,031-299-5101,경기도 수원시 장안구 이목로 58
591,경기남부청,수원중부,화서문,1,지구대,031-299-5102,경기도 수원시 팔달구 수성로182번길 3
592,경기남부청,수원중부,율천,1,파출소,031-299-5105,경기도 수원시 장안구 서부로 2124
593,경기남부청,수원중부,행궁,1,파출소,031-299-5106,경기도 수원시 팔달구 창룡대로 48
594,경기남부청,수원중부,창룡문,1,지구대,031-299-5103,경기도 수원시 장안구 경수대로 758
595,경기남부청,수원중부,동부,1,파출소,031-299-5104,경기도 수원시 팔달구 경수대로 621
596,경기남부청,수원남부,매탄,1,지구대,031 - 299 - 1158,경기 수원시 팔달구 동수원로 403
597,경기남부청,수원남부,산남,1,지구대,031 - 299 - 1128,경기 수원시 영통구 매영로 93-18
598,경기남부청,수원남부,곡선,1,지구대,031 - 299 - 1138,경기 수원시 권선구 권중로77
599,경기남부청,수원남부,영통,1,지구대,031 - 299 - 1148,경기 수원시 영통구 청명로 92
600,경기남부청,수원남부,인계,1,지구대,031 - 299 - 1118,경기 수원시 팔달구 장다리로 312
601,경기남부청,수원남부,권선,1,파출소,031 - 299 - 1178,경기 수원시 권선로 699번길 24-23
602,경기남부청,수원남부,세류,1,지구대,031 - 299 - 1168,경기 수원시 권선구 정조로 370
603,경기남부청,수원남부,태장,1,파출소,031 - 299 - 1188,경기 수원시 영통구 영통로 143
604,경기남부청,수원남부,광교,1,지구대,031 - 299 - 1198,경기 수원시 영통구 에듀타운로 82
605,경기남부청,수원서부,매산,1,지구대,031-8012-1090,경기도 수원시 팔달구 덕영대로 944
606,경기남부청,수원서부,고등,1,파출소,031-8012-1095,경기도 수원시 팔달구 고등동 고등로 50
607,경기남부청,수원서부,유천,1,파출소,031-8012-1096,경기도 수원시 팔달구 매교동 매산로 116번길 50
608,경기남부청,수원서부,서호,1,지구대,031-8012-1092,경기 수원시 권선구 구운로73번길 18-13
609,경기남부청,수원서부,호매실,1,지구대,031-8012-1093,경기도 수원시 권선구 금곡동 금곡로 190
610,경기남부청,수원서부,당수,1,파출소,031-8012-1097,경기도 수원시 권선구 당진로 32번길 28-4
611,경기남부청,수원서부,고색,1,파출소,031-8012-1094,경기 수원시 권선구 매송고색로 750
612,경기남부청,안양동안,갈산,1,지구대,031-456-1113,경기도 안양시 동안구 흥안대로223번길 30-1
613,경기남부청,안양동안,인덕원,1,지구대,031-423-0112,경기도 안양시 동안구 동편로 190
614,경기남부청,안양동안,비산,1,지구대,031-447-0112,경기도 안양시 동안구 관악대로 125
615,경기남부청,안양동안,호계,1,파출소,031-452-5607,경기도 안양시 동안구 경수대로508번길 17
616,경기남부청,안양동안,범계,1,지구대,031-381-0112,경기도 안양시 동안구 평촌대로217번길 57
617,경기남부청,안양동안,평안,1,지구대,031-384-0112,경기도 안양시 동안구 관평로138번길 43
618,경기남부청,안양만안,안양,1,지구대,031-8041-6113,경기도 안양시 만안구 병목안로 56
619,경기남부청,안양만안,명학,1,지구대,031-8041-6172,경기도 안양시 만안구 안양로170번길 20
620,경기남부청,안양만안,석수,1,지구대,031-8041-6174,경기도 안양시 만안구 경수대로 1161
621,경기남부청,안양만안,박달,1,지구대,031-8041-6175,경기도 안양시 만안구 박달로 492
622,경기남부청,군포,군포,1,지구대,031-452-0112,경기도 군포시 군포로 511
623,경기남부청,군포,산본,1,지구대,031-397-4112,경기도 군포시 수리산로203번길 51
624,경기남부청,군포,대야,1,파출소,031-438-1125,경기도 군포시 대야1로 24번길 4
625,경기남부청,군포,금정,1,파출소,031-453-0105,경기도 군포시 군포로 683번길 31
626,경기남부청,군포,송부,1,파출소,031-391-0112,경기도 군포시 번영로 6-4
627,경기남부청,성남수정,수진,1,지구대,031-750-4020,성남시 수정구 모란로 1
628,경기남부청,성남수정,신흥,1,지구대,031-750-4030,성남시 수정구 시민로 150
629,경기남부청,성남수정,고등,1,파출소,031-750-4050,성남시 수정구 고등공원로 47
630,경기남부청,성남수정,복정,1,파출소,031-750-4060,성남시 수정구 복정로 36
631,경기남부청,성남수정,산성,1,파출소,031-750-4014,성남시 수정구 수정남로 317
632,경기남부청,성남수정,단대,1,파출소,031-750-4010,성남시 수정구 단대로 15
633,경기남부청,성남수정,중앙,1,파출소,031-750-4040,성남시 수정구 수정로 145
634,경기남부청,성남수정,태평4,1,파출소,031-750-4034,성남시 수정구 남문로 128
635,경기남부청,성남수정,수진1,1,파출소,031-750-4024,성남시 수정구 탄리로 21
636,경기남부청,성남수정,성남위례,1,파출소,031-750-4070,성남시 수정구 위례동로 135-2
637,경기남부청,성남중원,성호,1,지구대,031-8036-5403,경기도 성남시 중원구 산성대로 190-6
638,경기남부청,성남중원,금광,1,지구대,031-8036-5413,경기도 성남시 중원구 산성대로 408번길 26-1
639,경기남부청,성남중원,은행,1,파출소,031-8036-5443,경기도 성남시 중원구 은행로25번길 14
640,경기남부청,성남중원,대원,1,파출소,031-8036-5423,경기도 성남시 중원구 둔촌대로 439
641,경기남부청,성남중원,상대원2,1,파출소,031-8036-5433,경기도 성남시 중원구 희망로 373
642,경기남부청,성남중원,도촌,1,파출소,031-8036-5453,경기도 성남시 중원구 도촌북로 43
643,경기남부청,분당,서현,1,지구대,031-736-6124,성남시 분당구 중앙공원로31번길 30
644,경기남부청,분당,야탑,1,지구대,031-736-6113,경기도 성남시 분당구 야탑로 76
645,경기남부청,분당,금곡,1,지구대,031-736-6135,경기도 성남시 분당구 성남대로 171번길 12
646,경기남부청,분당,서판교,1,파출소,031-736-6154,성남시 분당구 운중로 146번길 6
647,경기남부청,분당,동판교,1,파출소,031-736-6143,경기 성남시 분당구 동판교로266번길 24
648,경기남부청,분당,구미,1,파출소,031-736-6173,성남시 분당구 구미로 107
649,경기남부청,분당,수내,1,파출소,031-736-6162,성남 분당구 불정로253
650,경기남부청,부천소사,송내,1,지구대,032-456-0185,경기도 부천시 성주로 147
651,경기남부청,부천소사,소사,1,지구대,032-456-0186,경기도 부천시 경인로 363
652,경기남부청,부천소사,범박,1,지구대,032-456-0187,경기도 부천시 범안로 131
653,경기남부청,부천원미,중동,1,지구대,032-680-6835,경기도 부천시 석천로 203-16
654,경기남부청,부천원미,중앙,1,지구대,032-680-6815,경기도 부천시 장말로 337
655,경기남부청,부천원미,상동,1,지구대,032-680-6825,경기도 부천시 상일로 99
656,경기남부청,부천원미,원미,1,지구대,032-680-6855,경기도 부천시 원미로 149번길4
657,경기남부청,부천원미,계남,1,지구대,032-680-6845,경기도 부천시 조마루로 252
658,경기남부청,부천원미,역곡,1,지구대,032-680-6865,경기도 부천시 부이로 711번길 29
659,경기남부청,부천원미,약대,1,지구대,032-680-6875,경기도 부천시 중동로 388번길 6
660,경기남부청,부천오정,내동,1,지구대,032-670-2100,경기도 부천시 오정구 신흥로 411(삼정동)
661,경기남부청,부천오정,원종,1,지구대,032-670-2200,경기도 부천시 오정구 소사로 778(원종동)
662,경기남부청,부천오정,고강,1,파출소,032-670-2300,경기도 부천시 오정구 역곡로 519(고강동)
663,경기남부청,부천오정,성곡,1,파출소,032-670-2400,경기도 부천시 오정구 삼작로352번길 42(여월동)
664,경기남부청,광명,철산,1,지구대,02-2682-0112,"경기도 광명시 철산로29번길 16(철산동, 철산지구대)"
665,경기남부청,광명,하안,1,지구대,02-809-0112,"경기도 광명시 범안로 1027(하안동,하안지구대)"
666,경기남부청,광명,소하,1,지구대,02-899-0112,"경기도 광명시 금하로 500(소하동, 소하지구대)"
667,경기남부청,광명,광남,1,지구대,02-2613-0112,"경기도 광명시 광명로 772(광명동, 광남지구대)"
668,경기남부청,광명,광명,1,지구대,02-2685-0112,"경기도 광명시 오리로991번길 6(광명동, 광명지구대)"
669,경기남부청,광명,일직,1,파출소,02-2093-05670,"경기도 광명시 서독로418(일직동,일직파출소)"
670,경기남부청,안산단원,호수,1,지구대,031-439-7112,경기도 안산시 단원구 광덕2로 127
671,경기남부청,안산단원,고잔,1,파출소,031-401-0112,경기도 안산시 단원구 화랑로 397
672,경기남부청,안산단원,와동,1,파출소,031-410-0112,경기도 안산시 단원구 선부로 323
673,경기남부청,안산단원,선부,1,파출소,031-482-0112,경기도 안산시 단원구 선부광장1로 150
674,경기남부청,안산단원,선부2,1,파출소,031-508-0112,경기도 안산시 단원구 선여불로 19
675,경기남부청,안산단원,선부3,1,파출소,031-486-0112,경기도 안산시 단원구 선삼로 2길 14-20
676,경기남부청,안산단원,원곡,1,파출소,031-495-0113,경기도 안산시 단원구 원곡공원로30
677,경기남부청,안산단원,원선,1,파출소,031-495-0112,경기도 안산시 단원구 원선로33
678,경기남부청,안산단원,대부,1,파출소,032-886-0112,경기도 안산시 단원구 대부중앙로 67
679,경기남부청,안산단원,공단,1,파출소,031-494-0112,경기도 안산시 단원구 동산로 29
680,경기남부청,안산단원,신길,1,파출소,031-413-0112,경기도 안산시 단원구 삼일로 42-13
681,경기남부청,안산상록,본오,1,지구대,031-417-0112,경기도 안산시 상록구 상록수로 12
682,경기남부청,안산상록,사동,1,지구대,031-407-0112,경기도 안산시 상록구 석호로 175
683,경기남부청,안산상록,반월,1,파출소,031-437-0112,경기도 안산시 상록구 건건동 47
684,경기남부청,안산상록,일동,1,파출소,031-418-0112,경기도 안산시 상록구 호동로 118
685,경기남부청,안산상록,수암,1,파출소,031-484-0112,경기도 안산시 상록구 수인로 2026
686,경기남부청,안산상록,본오1,1,파출소,031-415-0112,경기도 안산시 상록구 샘골로 11
687,경기남부청,안산상록,부곡,1,파출소,031-416-0112,경기도 안산시 상록구 성호로 324
688,경기남부청,안산상록,월피,1,파출소,031-414-8112,경기도 안산시 상록구 시낭로 45
689,경기남부청,안산상록,성포,1,파출소,031-414-5112,경기도 안산시 상록구 예술광장로 47
690,경기남부청,안산상록,팔곡,1,파출소,031-416-5112,경기도 안산시 상록구 소학길 8
691,경기남부청,안산상록,이동,1,파출소,031-409-3112,경기도 안산시 상록구 중보1길 35
692,경기남부청,시흥,옥구,1,지구대,031-499-0112,경기도 시흥시 정왕대로 118번길 1
693,경기남부청,시흥,장곡,1,지구대,031-317-0112,경기도 시흥시 장곡로 54번길 25-14
694,경기남부청,시흥,군자,1,파출소,031-491-0112,경기도 시흥시 군자로 513
695,경기남부청,시흥,매화,1,파출소,031-315-0112,경기도 시흥시 매화로 36
696,경기남부청,시흥,신천,1,파출소,031-314-0112,경기도 시흥시 신천로 100번 안길 15
697,경기남부청,시흥,정왕,1,지구대,031-433-4112,경기도 시흥시 정왕신길로 216
698,경기남부청,시흥,시화,1,파출소,031-432-0112,경기도 시흥시 중심상가로 271
699,경기남부청,시흥,은행,1,지구대,031-318-0112,경기도 시흥시 은행로 148
700,경기남부청,시흥,대야,1,파출소,031-311-0112,경기도 시흥시 호현로 42
701,경기남부청,시흥,능곡,1,파출소,031-315-0113,경기도 시흥시 장현능곡로 211
702,경기남부청,시흥,배곧,1,파출소,031-310-9112,경기도 시흥시 서울대학로264번길 50
703,경기남부청,시흥,목감,1,파출소,031-310-9113,경기도 시흥시 목감우회로 17-6
704,경기남부청,평택,평택,1,지구대,031-651-2113,경기도 평택시 중앙1로 23
705,경기남부청,평택,서정,1,지구대,031-666-2113,경기도 평택시 서정역로 34
706,경기남부청,평택,팽성,1,지구대,031-691-8112,경기도 평택시 팽성읍 동서촌로 93
707,경기남부청,평택,진위,1,파출소,031-668-6112,경기도 평택시 진위면 경기대로 1856
708,경기남부청,평택,서탄,1,파출소,031-662-9112,경기도 평택시 서탄면 서탄로 280
709,경기남부청,평택,포승,1,파출소,031-682-3112,경기도 평택시 포승읍 서동대로 1150
710,경기남부청,평택,비전,1,지구대,031-656-7112,경기도 평택시 평택5로 189
711,경기남부청,평택,고덕,1,파출소,031-668-5112,경기도 평택시 고덕면 고덕여염9길 3
712,경기남부청,평택,송탄,1,지구대,031-666-2112,경기도 평택시 탄현로 343
713,경기남부청,평택,안중,1,파출소,031-681-0112,경기도 평택시 안중읍 현화중앙길 71
714,경기남부청,평택,현덕,1,파출소,031-681-3113,경기도 평택시 현덕면 안현로 144
715,경기남부청,평택,청북,1,파출소,031-683-5112,경기도 평택시 청북읍 신포길 38
716,경기남부청,평택,오성,1,파출소,031-681-6115,경기도 평택시 오성면 숙성시장길 71
717,경기남부청,평택,만호,1,파출소,031-682-1166,경기도 평택시 포승읍 평택항로 170
718,경기남부청,평택,신장,1,파출소,031-662-1399,경기도 평택시 신서로65
719,경기남부청,평택,용이,1,파출소,031-652-4112,경기도 평택시 현신4길 8
720,경기남부청,오산,오산,1,지구대,031-8047-8452,경기도 오산시 운암로 11
721,경기남부청,오산,궐동,1,지구대,031-8047-8462,경기도 오산시 오산로 371
722,경기남부청,오산,세교,1,지구대,031-8047-8472,경기도 오산시 세마역로 5
723,경기남부청,오산,중앙,1,파출소,031-8047-8482,경기도 오산시 오산로 221
724,경기남부청,화성서부,남양,1,파출소,031-5183-1602,화성시 남양시장로 47
725,경기남부청,화성서부,발안,1,지구대,031-5183-1612,화성시 3.1만세로 1095
726,경기남부청,화성서부,봉담,1,지구대,031-5183-1622,봉담읍 와우로 15번길 17
727,경기남부청,화성서부,우정,1,파출소,031-5183-1632,화성시 우정읍 조암남로 31
728,경기남부청,화성서부,서신,1,파출소,031-5183-1642,화성시 서신면 매화1길31
729,경기남부청,화성서부,송산,1,파출소,031-5183-1652,화성시 송산포도로 98
730,경기남부청,화성서부,팔탄,1,파출소,031-5183-1662,화성시 팔탄면 서촌길 9
731,경기남부청,화성서부,비봉,1,파출소,031-5183-1672,화성시 비봉면 양노로 56
732,경기남부청,화성서부,매송,1,파출소,031-5183-1682,화성시 매송면 화성로 2249
733,경기남부청,화성서부,마도,1,파출소,031-5183-1692,화성시 마도면 석교로 179
734,경기남부청,화성서부,양감,1,파출소,031-5183-1802,화성시 양감면 은행나무로 263
735,경기남부청,화성동탄,태안,1,지구대,031-235-0112,경기도 화성시 떡전골로 112-2
736,경기남부청,화성동탄,동탄,1,지구대,031-613-3112,경기도 화성시 노작로 226-1
737,경기남부청,화성동탄,동탄2,1,지구대,031-374-5112,경기도 화성시 동탄영천로 70
738,경기남부청,화성동탄,정남,1,파출소,031-352-2112,경기도 화성시 정남면 만년로 582
739,경기남부청,화성동탄,안용,1,파출소,031-234-0112,경기도 화성시 용주로 32번길 4
740,경기남부청,화성동탄,반월,1,파출소,031-203-3112,경기도 화성시 영통로 27번길 25-19 
741,경기남부청,화성동탄,동탄3,1,지구대,031-375-3112,경기도 화성시 왕배산길 6
742,경기남부청,용인동부,중앙,1,지구대,031-260-0401,경기도 용인시 처인구 금령로 18
743,경기남부청,용인동부,구갈,1,지구대,031-260-0414,경기도 용인시 기흥구 관곡로 41
744,경기남부청,용인동부,고매,1,파출소,031-260-0473,경기도 용인시 기흥구 동탄기흥로 715
745,경기남부청,용인동부,모현,1,파출소,031-260-0436,경기도 용인시 처인구 백옥대로 2372
746,경기남부청,용인동부,남사,1,파출소,031-260-0467,경기도 용인시 처인구 남사면 처인성로 185번길 13
747,경기남부청,용인동부,이동,1,파출소,031-260-0461,경기도 용인시 처인구 이동면 경기동로 688
748,경기남부청,용인동부,포곡,1,파출소,031-260-0431,경기도 용인시 처인구 포곡로 278번길 3
749,경기남부청,용인동부,양지,1,파출소,031-260-0442,경기도 용인시 처인구 양지로 165
750,경기남부청,용인동부,원삼,1,파출소,031-260-0455,경기도 용인시 처인구 원삼면 고당로 15번길 1
751,경기남부청,용인동부,백암,1,파출소,031-260-0449,경기도 용인시 처인구 백암로 201번길 9
752,경기남부청,용인동부,동백,1,지구대,031-260-0479,경기도 용인시 기흥구 동백6로 37
753,경기남부청,용인동부,동부,1,파출소,031-260-0418,경기도 용인시 처인구 경안천로 16
754,경기남부청,용인동부,상갈,1,파출소,031-260-0425,경기도 용인시 기흥구 중부대로 380
755,경기남부청,용인동부,흥덕,1,파출소,031-260-0485,경기도 용인시 기흥구 흥덕2로 8번길 1
756,경기남부청,용인동부,보라,1,파출소,031-260-0491,경기도 용인시 기흥구 한보라 1로 42-3
757,경기남부청,용인동부,서천,1,파출소,031-260-0504,경기도 용인시 기흥구 서천로 117번길 1
758,경기남부청,용인서부,수지,1,지구대,031-8021-8010,경기도 용인시 수지구 풍덕천로190번길 18
759,경기남부청,용인서부,보정,1,지구대,031-8021-8020,경기도 용인시 기흥구 보정로 110
760,경기남부청,용인서부,상현,1,지구대,031-8021-8030,경기도 용인시 수지구 심곡로 7
761,경기남부청,용인서부,구성,1,파출소,031-8021-8040,경기도 용인시 기흥구 구성로 68
762,경기남부청,용인서부,신봉,1,파출소,031-8021-8050,경기도 용인시 수지구 수지로 195
763,경기남부청,용인서부,죽전,1,지구대,031-8021-8060,경기도 용인시 수지구 현암로 22
764,경기남부청,광주,경안,1,지구대,031-764-2420,경기도 광주시 중앙로 137
765,경기남부청,광주,곤지암,1,파출소,031-762-6112,경기도 광주시 곤지암읍 곤지암로 38
766,경기남부청,광주,오포서부,1,파출소,031-762-1311,경기도 광주시 오포읍 오포로 171번길 3
767,경기남부청,광주,오포동부,1,파출소,031-762-4112,경기도 광주시 오포읍 오포로 869
768,경기남부청,광주,퇴촌,1,파출소,031-767-2112,경기도 광주시 퇴촌면 광동로 45
769,경기남부청,광주,초월,1,파출소,031-766-4512,경기도 광주시 초월읍 경충대로 1243
770,경기남부청,광주,태전,1,파출소,031-768-6112,경기도 광주시 태봉로 46
771,경기남부청,광주,남한산성,1,파출소,031-742-0112,경기도 광주시 중부면 남한산성로 757
772,경기남부청,광주,도척,1,파출소,031-762-5112,경기도 광주시 도척면 도척로 603
773,경기남부청,김포,사우,1,지구대,031-998-0112,경기도 김포시 사우중로 35-5
774,경기남부청,김포,장기,1,지구대,031-997-0112,경기도 김포시 청송로 36
775,경기남부청,김포,양촌,1,파출소,031-991-0112,경기도 김포시 양곡1로 68번길 3
776,경기남부청,김포,고촌,1,파출소,031-985-0112,경기도 김포시 고촌읍 신곡리 1250-1
777,경기남부청,김포,대곶,1,파출소,031-981-0112,경기도 김포시 대곶면 율생로 72
778,경기남부청,김포,통진,1,파출소,031-989-0112,경기도 김포시 통진읍 조강로 83
779,경기남부청,김포,하성,1,파출소,031-988-0112,경기도 김포시 하성면 애기봉로 847
780,경기남부청,김포,월곶,1,파출소,031-987-0112,경기도 김포시 월곶면 군하로 276번길 13
781,경기남부청,김포,김포T,1,파출소,031-983-0112,경기도 김포시 고촌읍 아라육로152번길 56
